author,title,description,source_name,source_id,Sentiment,Topics
Jonathan Allen,"Donald Trump defeats Kamala Harris to become the next U.S. president, NBC News projects","Donald J. Trump, the once and now future president, capped an improbable political comeback by defeating Vice President Kamala Harris on promises to turbocharge the economy and deport undocumented immigrants by the millions.",NBC News,nbc-news,Neutral,"Economic Policies, Immigration"
The Associated Press,Donald Trump wins Nevada,Donald Trump wins Nevada,ABC News,abc-news,Positive,
"ADRIANA GOMEZ LICON Associated Press, JONATHAN J. COOPER Associated Press",Donald Trump boards a garbage truck to draw attention to Biden remark,Former President Donald Trump climbed into a white garbage truck that carried his name as he tried to draw attention to a comment made by President Joe Biden a day earlier,ABC News,abc-news,Neutral,
ROBERT YOON Associated Press,Why AP called Wisconsin and the White House for Donald Trump,"The Associated Press declared that Republican Donald Trump won Wisconsin — and with it, a return to the White House — once it determined that the remaining uncounted votes mostly from the greater Milwaukee area would not be enough to allow Vice Preside...",ABC News,abc-news,Positive,Elections and Campaigns
"MARIA SHERMAN Associated Press, JILL COLVIN Associated Press, DARLENE SUPERVILLE Associated Press, JONATHAN J. COOPER Associated Press","On the night before Election Day, Kamala Harris brings in celebrities. Donald Trump is unimpressed","On the night before Election Day, at campaign events across the country, celebrities turned out in force for Kamala Harris' presidential campaign",ABC News,abc-news,Neutral,Elections and Campaigns
"ERIC TUCKER Associated Press, LARRY NEUMEISTER Associated Press",Justice Department brings criminal charges in Iranian murder-for-hire plan targeting Donald Trump,The Justice Department has unsealed criminal charges in a thwarted Iranian plot to kill President-elect Donald Trump before this week’s presidential election,ABC News,abc-news,Negative,Elections and Campaigns
The Associated Press,Justice Department brings criminal charges in thwarted Iranian plot to kill President-elect Donald Trump,Justice Department brings criminal charges in thwarted Iranian plot to kill President-elect Donald Trump,ABC News,abc-news,Negative,
MARYCLAIRE DALE Associated Press,Judge sets hearing on $1M-a-day sweepstakes from Elon Musk PAC helping Donald Trump,A Philadelphia judge is set to hold a hearing in the city prosecutor’s bid to shut down Elon Musk’s $1 million-a-day sweepstakes in battleground states,ABC News,abc-news,Negative,
MARIA SHERMAN AP music writer,Nicky Jam withdraws endorsement of Donald Trump over comedian's 'garbage' comment about Puerto Rico,Puerto Rican reggaeton singer Nicky Jam has withdrawn his endorsement of Donald Trump in the 2024 presidential election a month after appearing at a rally for the candidate,ABC News,abc-news,Neutral,Elections and Campaigns
MARYCLAIRE DALE Associated Press,Judge sets hearing on $1M-a-day sweepstakes from Elon Musk PAC helping Donald Trump,A Philadelphia judge has set a hearing Thursday morning in the city prosecutor’s bid to shut down Elon Musk’s $1 million-a-day sweepstakes in battleground states,ABC News,abc-news,Negative,
"STEPHEN GROVES Associated Press, LISA MASCARO Associated Press","Republicans win 218 US House seats, giving Donald Trump and the party control of government","Republicans have won enough seats to control the U.S. House, completing the party’s sweep into power and securing their hold on U.S. government alongside President-elect Donald Trump",ABC News,abc-news,Neutral,Politics and Governance
The Associated Press,AP source: Special counsel Jack Smith evaluating how to wind down two federal cases against President-elect Donald Trump,AP source: Special counsel Jack Smith evaluating how to wind down two federal cases against President-elect Donald Trump,ABC News,abc-news,Positive,
BILL BARROW Associated Press,Donald Trump has sweeping plans for a second administration. Here's what he's proposed,Donald Trump has promised sweeping action in a second administration,ABC News,abc-news,Positive,
The Associated Press,Donald Trump wins Nevada,Donald Trump wins Nevada,ABC News,abc-news,Positive,
MARYCLAIRE DALE Associated Press,Judge sets hearing on $1M-a-day sweepstakes from Elon Musk PAC helping Donald Trump,A Philadelphia judge is set to hold a hearing in the city prosecutor’s bid to shut down Elon Musk’s $1 million-a-day sweepstakes in battleground states,ABC News,abc-news,Negative,
BILL BARROW Associated Press,Donald Trump has sweeping plans for a second administration. Here's what he's proposed,Donald Trump has promised sweeping action in a second administration,ABC News,abc-news,Positive,
The Associated Press,Russian President Vladimir Putin congratulates Donald Trump on his election victory,Russian President Vladimir Putin congratulates Donald Trump on his election victory,ABC News,abc-news,Neutral,Elections and Campaigns
"STEPHEN GROVES Associated Press, LISA MASCARO Associated Press","Republicans win 218 US House seats, giving Donald Trump and the party control of government","Republicans have won enough seats to control the U.S. House, completing the party’s sweep into power and securing their hold on U.S. government alongside President-elect Donald Trump",ABC News,abc-news,Neutral,Politics and Governance
DAVID BAUDER AP media writer,Four years make a big difference for Donald Trump -- and for Fox News,"On election night 2020, Fox News sparked an internal crisis with a bold call that Joe Biden would beat Donald Trump in the crucial state of Arizona, putting the Democrat on the path to victory",ABC News,abc-news,Positive,Elections and Campaigns
"MARIA SHERMAN Associated Press, JILL COLVIN Associated Press, DARLENE SUPERVILLE Associated Press, JONATHAN J. COOPER Associated Press","On the night before Election Day, Kamala Harris brings in celebrities. Donald Trump is unimpressed","On the night before Election Day, at campaign events across the country, celebrities turned out in force for Kamala Harris' presidential campaign",ABC News,abc-news,Neutral,Elections and Campaigns
MARIA SHERMAN AP music writer,Nicky Jam withdraws endorsement of Donald Trump over comedian's 'garbage' comment about Puerto Rico,Puerto Rican reggaeton singer Nicky Jam has withdrawn his endorsement of Donald Trump in the 2024 presidential election a month after appearing at a rally for the candidate,ABC News,abc-news,Neutral,Elections and Campaigns
BILL BARROW Associated Press,Donald Trump has sweeping plans for a second administration. Here's what he's proposed,Donald Trump has promised sweeping action in a second administration,ABC News,abc-news,Positive,
DAVID BAUDER AP media writer,Four years make a big difference for Donald Trump — and for Fox News,"On election night 2020, Fox News sparked an internal crisis with a bold call that Joe Biden would beat Donald Trump in the crucial state of Arizona, putting the Democrat on the path to victory",ABC News,abc-news,Positive,Elections and Campaigns
Charles Curtis,Steve Kerr delivered a cheeky MAGA joke about Warriors after Donald Trump won the election,Steve Kerr wasn't subtle about this one.,USA Today,usa-today,Negative,Elections and Campaigns
jsor@businessinsider.com (Jennifer Sor),"Dow soars 1,300 points, yields surge as decisive Donald Trump win reverberates through markets","Trump's victory set off a wide-ranging rally across markets Wednesday morning , with the decisive outcome sending stocks and bond yields sharply higher.",Business Insider,business-insider,Positive,Economic Policies
Ajay K. Mehrotra / Made by History,The Tariff History Donald Trump Is Overlooking,Why the U.S. turned against the regressive 19th century tariffs favored by former president Donald Trump.,Time,time,Positive,
"mberg@businessinsider.com (Madeline Berg,Grace Kay)",Elon Musk's private jet has landed in Florida following report he'll be watching election results with Donald Trump,"Elon Musk, a Trump megadonor, will reportedly watch the presidential election results with the former president at Mar-a-Lago in Florida.",Business Insider,business-insider,Neutral,Elections and Campaigns
loreilly@insider.com (Lara O'Reilly),"Some Democratic political advertisers are still betting on X, despite Elon Musk's allegiance with Donald Trump","X has been successful for Democratic fundraisers and remains a go-to site for breaking news, ad experts say.",Business Insider,business-insider,Positive,
jsor@businessinsider.com (Jennifer Sor),'Crypto president' Donald Trump has investors cheering as bitcoin hits record,"Bitcoin surpassed $75,000 for the first time ever after Donald Trump secured a second-term as president.",Business Insider,business-insider,Positive,
Emma Roth,All the Big Tech leaders congratulating Donald Trump,"Tech executives, including Meta CEO Mark Zuckerberg and Google CEO Sundar Pichai, have posted messages congratulating Donald Trump on his election victory.",The Verge,the-verge,Neutral,Elections and Campaigns
Makena Kelly,MAGA Influencers Are Making One Last Push for Donald Trump,"Republican influencers and content creators are stumping for Trump online and planning in-person meetups, even as the GOP's traditional ground game appears to be in disarray.",Wired,wired,Negative,
Makena Kelly,Will Social Platforms Take Down a Premature Donald Trump Victory Post?,"In the 2020 presidential race, Donald Trump proclaimed himself the winner long before enough votes were counted. We asked the major platforms if they'd let him do it again.",Wired,wired,Positive,Elections and Campaigns
Vittoria Elliott,"Donald Trump Taps Elon Musk, Vivek Ramaswamy to Lead Nonexistent Department of Government Efficiency","“These two wonderful Americans will pave the way for my Administration to dismantle Government Bureaucracy, slash excess regulations, cut wasteful expenditures, and restructure Federal Agencies,” said Donald Trump in a statement.",Wired,wired,Positive,Politics and Governance
Morgan Meaker,NATO’s Tech Scouts Are Fortifying Europe for a World With Donald Trump,"The new NATO Innovation Fund started as a way to combat flagging US interest. Now, its staff are scouring Europe to find the companies that could give the alliance the edge in the face of war.",Wired,wired,Positive,
Adi Robertson,Donald Trump files yet another censorship lawsuit,Former president Donald Trump has filed a lawsuit against CBS over its editing of Vice President Kamala Harris’ interview with 60 Minutes.,The Verge,the-verge,Neutral,Legal Issues
Nilay Patel,A vote for Donald Trump is a vote for school shootings and measles,"Donald Trump simply will not engage with democracy. A vote for Kamala Harris in the 2024 presidential election is a vote for solving collective action problems, together.",The Verge,the-verge,Positive,Elections and Campaigns
Nolan King,"Video: Mark Cuban, Dana White verbally spar over Kamala Harris vs. Donald Trump ahead of election","Less than a week until Election Day, Mark Cuban and Dana White argued over the records of presidential candidates Kamala Harris and Donald Trump.",USA Today,usa-today,Negative,Elections and Campaigns
"Breitbart News, Breitbart News","Watch Live: Donald Trump Holds Rally in Macon, Georgia","Former President Donald Trump speaks to supporters at a rally in Macon, Georgia, on Sunday, November 3, in the home stretch of the presidential election.
The post Watch Live: Donald Trump Holds Rally in Macon, Georgia appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Hannah Knudsen, Hannah Knudsen",VIDEO: Donald Trump Attracts Massive Crowds as Election Barrels Down,"Former President Donald Trump is attracting massive crowds as the election barrels down and he travels coast to coast.
The post VIDEO: Donald Trump Attracts Massive Crowds as Election Barrels Down appeared first on Breitbart.",Breitbart News,breitbart-news,Negative,Elections and Campaigns
"Kurt Zindulka, Kurt Zindulka",Dutch Populist Leader Geert Wilders Endorses Donald Trump for President,"Dutch populist leader Geert Wilders has backed former President Donald J. Trump as voters in the United States head to the polls to select the next leader of the free world.
The post Dutch Populist Leader Geert Wilders Endorses Donald Trump for President appe…",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Elizabeth Weibel, Elizabeth Weibel",Megyn Kelly: Donald Trump 'Will Be a Protector of Women',"Megyn Kelly spoke about how former President Donald Trump would ""be a protector of women,"" adding that he would ""keep the boys"" out of women's sports.
The post Megyn Kelly: Donald Trump ‘Will Be a Protector of Women’ appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Wendell Husebø, Wendell Husebø","Joe Rogan Endorses Donald Trump, Citing Elon Musk's 'Compelling' Case","Popular podcaster Joe Rogan endorsed former President Donald Trump on Monday, citing a ""compelling case"" made by Elon Musk on his show.
The post Joe Rogan Endorses Donald Trump, Citing Elon Musk’s ‘Compelling’ Case appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Lucas Nolan, Lucas Nolan",Big Tech Leaders Congratulate President-Elect Donald Trump on Victory,"In the wake of Donald Trump's victory in the 2024 U.S. presidential election, prominent tech industry leaders are coming forward with messages of congratulations and offers to work with the incoming administration.
The post Big Tech Leaders Congratulate Presi…",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Breitbart News, Breitbart News","Watch Live: Donald Trump Holds Rally in Allentown, Pennsylvania","Former President Donald Trump speaks to supporters at a rally in Allentown, Pennsylvania, on Tuesday, October 29.
The post Watch Live: Donald Trump Holds Rally in Allentown, Pennsylvania appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Breitbart News, Breitbart News","Watch Live: Donald Trump Holds Rally in Warren, Michigan","Former President Donald Trump speaks to supporters at a rally in Warren, Michigan, on Friday, November 1.
The post Watch Live: Donald Trump Holds Rally in Warren, Michigan appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Lucas Nolan, Lucas Nolan",Study: AI Chatbots Overwhelmingly Favor Kamala Harris over Donald Trump,"A recent investigation by the Free Press has revealed a concerning trend among leading AI chatbots, with the vast majority displaying a clear bias towards Democratic presidential candidate Kamala Harris over her Republican rival, Donald Trump. This bias exten…",Breitbart News,breitbart-news,Positive,
"Breitbart News, Breitbart News","Watch Live: Donald Trump Holds Rally in Reading, Pennsylvania","Former President Donald Trump speaks to supporters at a rally in Reading, Pennsylvania, on Monday, November 4, the final day before the election.
The post Watch Live: Donald Trump Holds Rally in Reading, Pennsylvania appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Breitbart News, Breitbart News","Watch Live: Donald Trump Holds Rally in Kinston, North Carolina","Former President Donald Trump speaks to supporters at a rally in Kinston, North Carolina, on Sunday, November 3.
The post Watch Live: Donald Trump Holds Rally in Kinston, North Carolina appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Wendell Husebø, Wendell Husebø",Joe Biden Suggests He Would Like to Drown Donald Trump,"""I'd like to take that guy for a swim out there,"" President Joe Biden said in Baltimore on Tuesday, threatening to drown former President Donald Trump. 
The post Joe Biden Suggests He Would Like to Drown Donald Trump appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Matthew Boyle, Matthew Boyle",*** Election Night Livewire *** America Decides: Donald Trump or Kamala Harris?,"Americans are voting everywhere coast to coast on Tuesday deciding who the nation's next Commander-in-Chief will be, former President Donald Trump or Vice President Kamala Harris.
The post *** Election Night Livewire *** America Decides: Donald Trump or Kamal…",Breitbart News,breitbart-news,Neutral,Elections and Campaigns
"Elizabeth Weibel, Elizabeth Weibel",Astronaut Buzz Aldrin Endorses Donald Trump: U.S. Is 'Best Served by Voting' for Trump,"Astronaut Buzz Aldrin endorsed Donald Trump, adding that the U.S. ""saw a revitalized interest in space"" under his first administration.
The post Astronaut Buzz Aldrin Endorses Donald Trump: U.S. Is ‘Best Served by Voting’ for Trump appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Neil Munro, Neil Munro",Donald Trump Picks Stephen Miller for Deputy Chief of Staff,"Donald Trump has chosen immigration expert Stephen Miller as his deputy chief of staff, a source close to the president-elect confirmed to Breitbart News.
The post Donald Trump Picks Stephen Miller for Deputy Chief of Staff appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,Immigration
"Neil Munro, Neil Munro","Donald Trump Picks Tom Homan to Oversee Border Security, Deportations","Border hawk Thomas Homan is getting a prize border security job in the new administration, incoming President Donald Trump said in a message via his Truth Social media network.
The post Donald Trump Picks Tom Homan to Oversee Border Security, Deportations app…",Breitbart News,breitbart-news,Positive,"Immigration, Social Media and Influence"
"Elizabeth Weibel, Elizabeth Weibel",Thousands of Protesters March in NYC Over President-Elect Donald Trump's Win: 'Donald Trump Has Got To Go',"Thousands of protesters marched through New York City and protested President-elect Donald Trump's win in the presidential election.
The post Thousands of Protesters March in NYC Over President-Elect Donald Trump’s Win: ‘Donald Trump Has Got To Go’ appeared f…",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Lucas Nolan, Lucas Nolan",Crypto Gambler Reveals Why He Bet $30 Million on a Donald Trump Victory,"An anonymous French gambler, known as Théo, has profited a staggering $48 million on the crypto-based betting platform Polymarket after correctly predicting Donald Trump's victory in the 2024 presidential election with a $30 million bet. Now, the elusive ""Tru…",Breitbart News,breitbart-news,Neutral,"Elections and Campaigns, Economic Policies"
"Alana Mastrangelo, Alana Mastrangelo",Jeff Bezos Offers 'Big Congratulations' to Donald Trump on 'Decisive Victory',"Amazon founder and Washington Post owner Jeff Bezos offered President-elect Donald Trump a ""big congratulations"" in a social media post on Wednesday, following the 45th and soon-to-be 47th president's sweeping victory in the election against Vice President Ka…",Breitbart News,breitbart-news,Positive,"Elections and Campaigns, Social Media and Influence"
"Elizabeth Weibel, Elizabeth Weibel",Kamala Harris Encourages Voters to 'Keep Fighting' as She Concedes Election to President-Elect Donald Trump,"Vice President Kamala Harris encouraged her voters to ""keep fighting"" as she delivered her concession speech from Howard University on Wednesday.
The post Kamala Harris Encourages Voters to ‘Keep Fighting’ as She Concedes Election to President-Elect Donald Tr…",Breitbart News,breitbart-news,Neutral,Elections and Campaigns
"Frances Martel, Frances Martel",'You Can Count on Argentina': Javier Milei Celebrates Donald Trump with Lion Fan Art,"Argentine President Javier Milei congratulated President-elect Donald Trump on Wednesday following his electoral victory against Vice President Kamala Harris, sharing art depicting Trump as a friend of Argentina and vowing to work towards improving the bilate…",Breitbart News,breitbart-news,Neutral,
"Joel B. Pollak, Joel B. Pollak",Shock Poll: Even Arab Israelis Prefer Donald Trump over Kamala Harris,"A new poll from the Israel Democracy Institute shows that Arab Israelis, like their Jewish counterparts, would prefer to see former President Donald Trump win the U.S. presidential election rather than Vice President Kamala Harris.
The post Shock Poll: Even A…",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"AWR Hawkins, AWR Hawkins","Hawkins: Kamala Harris Is Pro-Gun Control, Donald Trump Is Pro-Second Amendment","On the eve of the November 5, 2024, presidential election it is important to remember that Democrat Kamala Harris is pro-gun control and Republican Donald Trump is pro-Second Amendment.
The post Hawkins: Kamala Harris Is Pro-Gun Control, Donald Trump Is Pro-S…",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Warner Todd Huston, Warner Todd Huston",Kaepernick Says Donald Trump 'Targeted' and 'Minimized' Him Over Anthem Protests,"Colin Kaepernick is accusing Donald Trump of ""targeting"" and ""minimizing"" him after he refused to stand for the national anthem in 2016.
The post Kaepernick Says Donald Trump ‘Targeted’ and ‘Minimized’ Him Over Anthem Protests appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"John Binder, John Binder",Exit Polls: Most Voters Prefer Donald Trump on Top Issue of Immigration,"Most voters prefer President Donald Trump on the top issue of immigration, exit polls from Fox News Channel, CNN, and NBC News reveal.
The post Exit Polls: Most Voters Prefer Donald Trump on Top Issue of Immigration appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,"Elections and Campaigns, Immigration"
"Hannah Knudsen, Hannah Knudsen",Donald Trump Presses Americans to Stay in Line to Vote: 'Do Not Let Them Move You',"Former President Donald Trump gave a quick but crucial message to Americans all across the country casting their votes in this election.
The post Donald Trump Presses Americans to Stay in Line to Vote: ‘Do Not Let Them Move You’ appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Elizabeth Weibel, Elizabeth Weibel",Polls: Donald Trump Leads All 7 Swing States on Election Eve,"Former President Donald Trump is leading Vice President Kamala Harris in all seven swing states on Election Night Eve, according to several polls.
The post Polls: Donald Trump Leads All 7 Swing States on Election Eve appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Paul Bois, Paul Bois",Donald Trump: ‘No Price Tag' Will Stop Plan for Mass Deportations,"Donald Trump said that no price tag will keep him from implementing his plan for mass deportation of illegal migrants once in office. 
The post Donald Trump: ‘No Price Tag’ Will Stop Plan for Mass Deportations appeared first on Breitbart.",Breitbart News,breitbart-news,Negative,"Legal Issues, Immigration"
"Pam Key, Pam Key",ABC's Sara Haines: 'Not Everyone Who Voted For Donald Trump Is A Racist and a Misogynist',"Sara Haines told her co-host Friday on ABC's ""The View"" that ""not everyone who voted""  for President-elect Donald Trump was racist and misogynist.
The post ABC’s Sara Haines: ‘Not Everyone Who Voted For Donald Trump Is A Racist and a Misogynist’ appeared firs…",Breitbart News,breitbart-news,Neutral,Elections and Campaigns
"Pam Key, Pam Key",Rubio: 'Kamala Harris Has a Bigger Problem Among Men than Donald Trump Does Among Women',"Senator Marco Rubio (R-FL) said Sunday on CBS's ""Face the Nation"" that Vice President Kamala Harris ""has a bigger problem among men"" than former President Donald Trump does among women.
The post Rubio: ‘Kamala Harris Has a Bigger Problem Among Men than Donald…",Breitbart News,breitbart-news,Neutral,
"Pam Key, Pam Key",Melania Trump: Democrat Rhetoric About Donald Is 'Terrible' — 'He's Not Hitler',"Former First Lady Melania Trump said Tuesday on Fox News Channel's ""Fox & Friends"" that the Democrat's rhetoric about her husband, former President Donald Trump, was ""terrible.""
The post Melania Trump: Democrat Rhetoric About Donald Is ‘Terrible’ — ‘He’s Not …",Breitbart News,breitbart-news,Negative,
"Hannah Knudsen, Hannah Knudsen",Exclusive -- 'The Apprentice' Winner Kendra Todd: Donald Trump Is 'Tough' and He Needs to Be,"Former President Donald Trump is ""tough,"" and he has to be, season three winner of ""The Apprentice"" Kendra Todd said.
The post Exclusive — ‘The Apprentice’ Winner Kendra Todd: Donald Trump Is ‘Tough’ and He Needs to Be appeared first on Breitbart.",Breitbart News,breitbart-news,Negative,
"Breitbart News, Breitbart News",Watch Live: Donald Trump Headlines Tucker Carlson Live Tour in Arizona,"Former President Donald Trump speaks at the Tucker Carlson Live Tour in Arizona on Thursday, October 31.
The post Watch Live: Donald Trump Headlines Tucker Carlson Live Tour in Arizona appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Lucas Nolan, Lucas Nolan",Tech Giants Seek to Mend Fences with Donald Trump as Election Looms,"As the 2024 presidential election approaches, major tech leaders are making efforts to connect with former President Donald Trump, including Google CEO Sundar Pichai, who Trump called a ""great guy, very smart.""
The post Tech Giants Seek to Mend Fences with Do…",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Elizabeth Weibel, Elizabeth Weibel",Jake Paul Endorses Donald Trump: 'Don't Judge' a Person Based on Media's Portrayal,"YouTube personality and boxer Jake Paul endorsed former President Donald Trump, encouraging voters to not ""judge people"" based on the mainstream media's portrayal.
The post Jake Paul Endorses Donald Trump: ‘Don’t Judge’ a Person Based on Media’s Portrayal app…",Breitbart News,breitbart-news,Neutral,Elections and Campaigns
"Warner Todd Huston, Warner Todd Huston",'Let's Go America!': Donald Trump Jr Hails Patrick Mahomes' Mom for MAGA Hat Endorsement,"Donald Trump Jr. joined the chorus of the former president's fans and supporters in praising Randi Mahomes for her endorsement of Donald Trump
The post ‘Let’s Go America!’: Donald Trump Jr Hails Patrick Mahomes’ Mom for MAGA Hat Endorsement appeared first on …",Breitbart News,breitbart-news,Positive,
"Oliver JJ Lane, Oliver JJ Lane",Polish Lawmakers Chant 'Donald Trump' in Parliament Chamber in Salute to Election Win,"Members of the conservative-populist faction in Poland's Parliament chanted Donald Trump's name in celebration of his landslide win.
The post Polish Lawmakers Chant ‘Donald Trump’ in Parliament Chamber in Salute to Election Win appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,"Elections and Campaigns, Legal Issues"
"Thomas D. Williams, Ph.D., Thomas D. Williams, Ph.D.",Donald Trump Wins Catholic Vote by ‘Massive Margin’ of 15 Points,"Exit polls suggest that President-Elect Donald Trump won the Catholic vote by a whopping 15 points, the largest margin in decades.
The post Donald Trump Wins Catholic Vote by ‘Massive Margin’ of 15 Points appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Elizabeth Weibel, Elizabeth Weibel","France's Emmanuel Macron, Ukraine's Zelensky Among World Leaders to Congratulate Donald Trump on Presidential Win","French President Emmanuel Macron and Ukrainian President Volodymyr Zelensky were among the world leaders who congratulated President-Elect Donald Trump on his return to the White House.
The post France’s Emmanuel Macron, Ukraine’s Zelensky Among World Leaders…",Breitbart News,breitbart-news,Neutral,
"Elizabeth Weibel, Elizabeth Weibel","Mike Pence Congratulates President-Elect Donald Trump, Vice President-Elect JD Vance","Former Vice President Mike Pence congratulated President-Elect and former President Donald Trump and Vice President-Elect and Sen. JD Vance (R-OH) on their win.
The post Mike Pence Congratulates President-Elect Donald Trump, Vice President-Elect JD Vance appe…",Breitbart News,breitbart-news,Positive,
"Elizabeth Weibel, Elizabeth Weibel",Report: New Jersey Moves into Swing State Territory as President-Elect Donald Trump Almost Wins State,"New Jersey appeared to move into swing state territory as former President and current President-elect Donald Trump came closer to winning the state than any Republican candidate has in decades.
The post Report: New Jersey Moves into Swing State Territory as …",Breitbart News,breitbart-news,Positive,
"Breitbart News, Breitbart News",‘Saturday Night Live’ to Donald Trump: ‘We’ve Been with You All Along’,"The first “Saturday Night Live” since Donald Trump’s election victory began with the most somber of tones as a group of plainly dressed cast members, primarily women and minorities, described their new reality.
The post ‘Saturday Night Live’ to Donald Trump: …",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Nick Gilbertson, Nick Gilbertson",Report: Donald Trump to Address House Republicans in D.C. on Wednesday,"President-elect Donald Trump is reportedly set to address the House Republican Conference on Wednesday at the U.S. Capitol. 
The post Report: Donald Trump to Address House Republicans in D.C. on Wednesday appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Matthew Boyle, Matthew Boyle",Mike Johnson Helped Save an Establishment Republican Who Voted to Impeach Donald Trump,"House Speaker Mike Johnson spent time and money for the reelection of Rep. Dan Newhouse (R-WA) despite the fact that Newhouse voted to impeach former President Donald Trump, now again the president-elect of the United States.
The post Mike Johnson Helped Save…",Breitbart News,breitbart-news,Negative,Elections and Campaigns
"Elizabeth Weibel, Elizabeth Weibel",President-Elect Donald Trump Chooses Former Rep. Lee Zeldin to Lead the EPA,"President-elect Donald Trump chose former New York Rep. Lee Zeldin (R) to lead the Environmental Protective Agency.
The post President-Elect Donald Trump Chooses Former Rep. Lee Zeldin to Lead the EPA appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Nick Gilbertson, Nick Gilbertson",Donald Trump: Democrats' Embrace of Dick and Liz Cheney Was a 'BIG Mistake',"President-elect Donald Trump said that Vice President Kamala Harris and Democrats' decision to embrace the Cheneys was a ""BIG mistake"" that appealed to neither Democrats nor Republicans.
The post Donald Trump: Democrats’ Embrace of Dick and Liz Cheney Was a ‘…",Breitbart News,breitbart-news,Neutral,
"Simon Kent, Simon Kent",London Mayor Sadiq Khan Accuses Donald Trump of Personally Attacking Him,"Far-left Mayor of London Sadiq Khan has accused Donald Trump of personally attacking him because of his “ethnicity” and Muslim faith, in comments likely to reignite the Labour politician's long-running and very public antipathy towards the U.S. president-elec…",Breitbart News,breitbart-news,Neutral,
"David Ng, David Ng",The White Stripes Drop Lawsuit Against Donald Trump for Using Song 'Seven Nation Army' During Campaign,"The White Stripes band has reportedly dropped its lawsuit against now-President-elect Donald Trump, after suing him in September over the use of the song ""Seven Nation Army"" in a campaign video.
The post The White Stripes Drop Lawsuit Against Donald Trump for…",Breitbart News,breitbart-news,Neutral,"Elections and Campaigns, Legal Issues"
"Wendell Husebo, Wendell Husebo","Joe Biden Welcomes Donald Trump Back to White House, Congratulates Him on Victory","President Joe Biden welcomed President-elect Donald Trump back to the White House on Wednesday and congratulated him on his landslide victory. 
The post Joe Biden Welcomes Donald Trump Back to White House, Congratulates Him on Victory appeared first on Breitb…",Breitbart News,breitbart-news,Positive,
"Warner Todd Huston, Warner Todd Huston",ESPN's Ryan Clark Tells Fans He Refuses to Respect 'Bigot' Donald Trump,"ESPN football analyst and ex-NFL player Ryan Clark took to his X account to insist that he'll never respect ""bigot"" Donald Trump.
The post ESPN’s Ryan Clark Tells Fans He Refuses to Respect ‘Bigot’ Donald Trump appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Hannah Knudsen, Hannah Knudsen",Donald Trump Makes White House Senior Staff Announcements: 'Best in Class',"President-elect Donald Trump announced members of his White House senior staff on Wednesday.
The post Donald Trump Makes White House Senior Staff Announcements: ‘Best in Class’ appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Elizabeth Weibel, Elizabeth Weibel",President-Elect Donald Trump Picks GOP Rep. Mike Waltz to Be National Security Adviser,"President-elect Donald Trump selected Rep. Mike Waltz (R-FL) to serve as his National Security Adviser, according to a report from the Wall Street Journal.
The post President-Elect Donald Trump Picks GOP Rep. Mike Waltz to Be National Security Adviser appeare…",Breitbart News,breitbart-news,Neutral,
"Alana Mastrangelo, Alana Mastrangelo","Bill Clinton in Michigan: 'Economy Was Better' Under Donald Trump, But You Should Still Vote for Kamala Harris","Former President Bill Clinton said the ""economy was better"" under former President Donald Trump during a rally for Vice President Kamala Harris in Muskegon Heights, Michigan, adding that people should still vote for Harris.
The post Bill Clinton in Michigan: …",Breitbart News,breitbart-news,Positive,"Elections and Campaigns, Economic Policies"
